day,BI_mean,BI_std,NDSI_mean,NDSI_std,SC_mean,SC_std,BI_day,BI_night,NDSI_day,NDSI_night,SC_day,SC_night,sensor_name,rms_db,Zona,Plataforma,Tipo de cobertura,Apertura vegetación,Categoria experimental
2025-02-28,126.91635733785456,23.309176263310693,0.9583689626988131,0.05468719854244946,0.3253253313952353,0.17371398858140866,111.20346542067507,142.62924925503407,0.9655798075985933,0.9511581177990328,0.21819736200739395,0.43245330078307664,GP07,-38.135292388436326,Norte,J,pastos,abierto,Intervención
2025-03-04,128.06046393800534,25.997210253743123,0.9803525955233908,0.023431490373592184,0.3136554984207065,0.18345176240385452,105.90478142516291,150.21614645084776,0.9914301304324186,0.969275060614363,0.14359559423593574,0.4837154026054773,GP07,-44.37085308675825,Norte,J,pastos,abierto,Intervención
2025-03-07,119.76922067755095,30.51259944341728,0.9586791260655206,0.07006093603986265,0.31134293554250864,0.17180163512469895,109.64482748368796,129.89361387141392,0.9853079031830321,0.932050348948009,0.16010184046470063,0.4625840306203166,GP07,-37.9169256265202,Norte,J,pastos,abierto,Intervención
2025-03-08,116.12493020401183,27.616478232994595,0.9644250527386194,0.037156583359694365,0.30811852043175414,0.18503665066839964,104.17707905366177,128.07278135436192,0.9795461270900819,0.949303978387157,0.13968909726647183,0.4765479435970364,GP07,-37.79602396268908,Norte,J,pastos,abierto,Intervención
2025-03-09,122.78063395190141,30.536637498047707,0.9606099872427666,0.044657985896495736,0.30469509118121707,0.18919370396606724,96.94920214673108,148.61206575707175,0.9612564933224279,0.9599634811631055,0.17006940966386,0.43932077269857417,GP07,-35.38460718997432,Norte,J,pastos,abierto,Intervención
2025-03-12,110.41554049080064,28.59667730243518,0.9741857391231169,0.04198939887427437,0.28951658920975887,0.13101149167787537,89.84176503804655,130.98931594355474,0.9710692704450712,0.9773022078011627,0.17857633999576364,0.40045683842375407,GP07,-39.58840429782224,Norte,J,pastos,abierto,Intervención
2025-03-13,118.95247696745174,24.537036175910846,0.9790633220984035,0.05513036034073694,0.272295902431975,0.15664265460832588,102.56988148600152,135.335072448902,0.9756026493392206,0.9825239948575865,0.1416098960122439,0.4029819088517061,GP07,-41.95104448822633,Norte,J,pastos,abierto,Intervención
2025-03-14,102.35079406509597,32.95689992116146,0.9283786082232769,0.09173242196771429,0.31139605332508213,0.22971857882512806,93.3282285291441,111.37335960104785,0.945781238859449,0.9109759775871046,0.12859336245142006,0.49419874419874416,GP07,-37.786635502482746,Norte,J,pastos,abierto,Intervención
2025-03-16,114.16271432340545,31.921765662142654,0.9790475001894098,0.02537341160385142,0.29835524619409354,0.23364411610410887,99.31810639605258,129.00732225075834,0.9832288816782087,0.9748661187006107,0.12953804682726772,0.4671724455609194,GP07,-39.55548146352581,Norte,J,pastos,abierto,Intervención
2025-03-19,117.67834602030634,29.83517681260242,0.9828185166259705,0.02228408208055247,0.32357568590226005,0.18982715864757416,110.65391496330841,124.70277707730425,0.9883531877692389,0.9772838454827023,0.18395177946938882,0.4631995923351313,GP07,-41.54071342418423,Norte,J,pastos,abierto,Intervención
2025-03-21,126.37588857189347,28.960815904929802,0.9673796920461754,0.07833472084530059,0.33351351861223794,0.1606499727773522,102.70273335936058,150.04904378442635,0.9479723457864707,0.9867870383058802,0.21629917974635152,0.4507278574781242,GP07,-39.27241708102066,Norte,J,pastos,abierto,Intervención
2025-03-22,119.08656020583844,27.043783238688203,0.9775470199837683,0.042988513019758874,0.3456617940342593,0.16312027102687526,101.18965813363313,136.98346227804373,0.9708294360753502,0.9842646038921862,0.23555134400918817,0.45577224405933053,GP07,-39.90396116611977,Norte,J,pastos,abierto,Intervención
2025-03-23,117.1340465789702,20.56747646708869,0.9640695648394638,0.1191992928502772,0.29460578993663306,0.15552653380724482,109.59280848835995,124.67528466958045,0.9546811999408068,0.973457929738121,0.18004874234863558,0.4091628375246305,GP07,-40.32904694830597,Norte,J,pastos,abierto,Intervención
2025-03-24,107.85557860059056,21.376278558508808,0.9596307635894323,0.04718493468581847,0.26190956407071664,0.1550967451595043,92.52550456824191,123.18565263293921,0.9522847532213669,0.9669767739574978,0.13085930842067445,0.3929598197207589,GP07,-41.650411569662744,Norte,J,pastos,abierto,Intervención
2025-02-28,114.43961806579928,23.769720200749834,0.8054966571012331,0.29833886612183413,0.36416470074420976,0.14093805181091165,105.57000602211862,123.30923010947994,0.9522432539592242,0.658750060243242,0.2810543273456827,0.4472750741427369,G001,-27.439205322974228,Norte,I,vegetación secundaria,semicerrado,Control
2025-03-04,113.8503181725083,23.002491571932932,0.9184872316869869,0.09727074792536235,0.31848191453314184,0.1469446769360022,94.40383653279257,133.29679981222404,0.9734296791591834,0.8635447842147902,0.1965793896156756,0.44038443945060807,G001,-32.255423070816185,Norte,I,vegetación secundaria,semicerrado,Control
2025-03-07,97.33229222124162,25.689310133847272,0.8477412395089986,0.17973253480238724,0.30064805151518065,0.1452663032364882,92.83398558185333,101.83059886062989,0.9553400140523447,0.7401424649656526,0.18016448339287183,0.4211316196374894,G001,-31.89951391582317,Norte,I,vegetación secundaria,semicerrado,Control
2025-03-08,94.61486188218136,23.8664720395665,0.8456805757620035,0.16856536797775407,0.3101999836258107,0.17860486135092987,88.71412520258404,100.5155985617787,0.918588670137609,0.7727724813863978,0.15206497610446382,0.46833499114715765,G001,-31.063459465844247,Norte,I,vegetación secundaria,semicerrado,Control
2025-03-09,113.1189879406066,27.20690478141494,0.8511243847839919,0.19983745332359928,0.33659038028034827,0.18787123296754255,90.61774110343593,135.62023477777726,0.9376543617484736,0.7645944078195103,0.20583386578584015,0.4673468947748563,G001,-29.509666767817535,Norte,I,vegetación secundaria,semicerrado,Control
2025-03-12,51.305241108248005,29.4140485519229,0.47633746192730375,0.26515132810398523,0.1367010626615749,0.11337918936301555,39.98237990315041,62.6281023133456,0.5909034613600792,0.3617714624945283,0.08045000467625864,0.19295212064689116,G001,-26.247922477256346,Norte,I,vegetación secundaria,semicerrado,Control
2025-03-13,69.6194881956318,32.99713552615563,0.6450761235011742,0.27080872895333113,0.1927052513365213,0.12735175077438057,49.21982918203454,90.01914720922908,0.7549923833262637,0.5351598636760845,0.09124870237463616,0.2941618002984065,G001,-28.03764641571934,Norte,I,vegetación secundaria,semicerrado,Control
2025-03-14,62.51852068730912,36.31001274041467,0.6827279626911104,0.2396515478707078,0.2451454680643581,0.24556552215797814,41.0950245572507,83.94201681736753,0.7393672744521673,0.6260886509300535,0.06982429941341357,0.42046663671530266,G001,-27.961000227811333,Norte,I,vegetación secundaria,semicerrado,Control
2025-03-16,61.415583424505286,29.183157533860683,0.589668614515719,0.31717699126547033,0.20999599094583085,0.22110284486906528,46.63429648004642,76.19687036896414,0.7082617308546636,0.4710754981767744,0.06680133854626914,0.35319064334539246,G001,-23.80351005603003,Norte,I,vegetación secundaria,semicerrado,Control
2025-03-07,111.21950351684023,31.251673583431383,0.98010356800131,0.024867083969994083,0.35554060900912554,0.18299253995126574,98.34546659837042,124.09354043531005,0.9910750113203779,0.9691321246822421,0.19157262433676517,0.5195085936814859,G064,-43.816938082651774,Centro,E,bosque denso,cerrado,Control
