day,BI_mean,BI_std,NDSI_mean,NDSI_std,SC_mean,SC_std,BI_day,BI_night,NDSI_day,NDSI_night,SC_day,SC_night,sensor_name,rms_db,Zona,Plataforma,Tipo de cobertura,Apertura vegetación,Categoria experimental
2024-12-18,103.5232516130135,31.26055635965327,0.9642857310678083,0.10297623963426855,0.29375213600133554,0.2089508178883859,91.47831445270883,115.56818877331818,0.9671595024346048,0.961411959701012,0.16867341533830324,0.41883085666436787,GP07,-38.047100528323895,Norte,I,vegetación secundaria,semicerrado,control
2024-12-19,86.63018520819419,17.50517215311911,0.949500265304832,0.09093934119967162,0.28722451227787404,0.22567092029989574,90.10452174909231,83.1558486672961,0.9797698453084783,0.9192306853011858,0.13705083515649147,0.4373981893992566,GP07,-36.21636328344013,Norte,I,vegetación secundaria,semicerrado,control
2024-12-20,106.89180086104851,30.734297808859083,0.9710796587073086,0.0536029320295455,0.24722396307241556,0.15749161757712052,83.85426377259962,129.9293379494974,0.9648519829802472,0.97730733443437,0.1319211541997027,0.3625267719451284,GP07,-39.57431806299991,Norte,I,vegetación secundaria,semicerrado,control
2024-12-21,116.6967980895523,28.755357326951348,0.9789219338695118,0.03571278853633998,0.2946859309586097,0.1699623700633491,92.15613967150317,141.23745650760145,0.9702973720955431,0.9875464956434804,0.20919123013573382,0.38018063178148553,GP07,-39.86244141346096,Norte,I,vegetación secundaria,semicerrado,control
2024-12-22,107.92086426247613,27.293010863197022,0.9863972581738842,0.024927564783302596,0.2655612340777762,0.15941883080022096,87.20722190935986,128.63450661559241,0.9854918807163742,0.9873026356313943,0.15387527820825575,0.37724718994729667,GP07,-35.57232986751562,Norte,I,vegetación secundaria,semicerrado,control
2024-12-25,113.4369576544139,37.581226799992294,0.9591411057793741,0.08200941565606558,0.37454171572367945,0.25434688329058514,92.28082715637385,134.593088152454,0.9707151738147681,0.9475670377439802,0.15427785892033488,0.5948055725270239,GP07,-38.2672948215449,Norte,I,vegetación secundaria,semicerrado,control
2024-12-26,123.26029015509182,31.119430077542905,0.9860306032449321,0.025718099211061683,0.3217361389719981,0.19165481615142305,97.05787328264417,149.4627070275395,0.9769027581384816,0.9951584483513826,0.1619036932537466,0.48156858469024955,GP07,-41.416751163154295,Norte,I,vegetación secundaria,semicerrado,control
2024-12-18,99.99863927802573,28.935012127815124,0.9476581542702144,0.10001016819726322,0.4789646297116948,0.24908888353867029,89.31131582421153,110.68596273183992,0.9130059737211708,0.9823103348192578,0.3710667347273537,0.5868625246960358,G043,-30.37510471079333,Norte,J,bosque denso,cerrado,control
2024-12-19,92.81694067981614,19.34638374870987,0.942320585298841,0.07949520926581785,0.4851956169325433,0.2621923790776487,90.1817707331718,95.45211062646051,0.9155881808992032,0.9690529896984788,0.3668442989414174,0.6035469349236692,G043,-30.676280847294827,Norte,J,bosque denso,cerrado,control
2024-12-20,97.3449326261392,25.45184863031478,0.9495580671943841,0.07834419795497179,0.42281431399838404,0.23916868856993087,77.44513012662595,117.24473512565244,0.9119985769563709,0.9871175574323973,0.2598396397264565,0.5857889882703117,G043,-30.742810060658226,Norte,J,bosque denso,cerrado,control
2024-12-21,102.44896665158012,23.222338430487728,0.9525827220071957,0.0783361857387831,0.5393979090735382,0.21644616695970378,87.90738575809262,116.99054754506766,0.9114311844188049,0.9937342595955867,0.4620300177930914,0.6167658003539852,G043,-31.386693577875754,Norte,J,bosque denso,cerrado,control
2024-12-22,99.5670426334162,24.317465084321377,0.9516255851301669,0.0930487902431884,0.48516520668334967,0.24144991047446723,87.52798148559953,111.60610378123289,0.9141091357490828,0.989142034511251,0.3732206544373033,0.597109758929396,G043,-32.55582713681221,Norte,J,bosque denso,cerrado,control
2024-12-25,101.65266429670305,28.863515793662494,0.9138606158276982,0.12451418396712892,0.5482968111703438,0.21804159414783325,87.95757462816596,115.34775396524016,0.8881903297342525,0.9395309019211436,0.3787839819056468,0.7178096404350406,G043,-30.72657099282703,Norte,J,bosque denso,cerrado,control
2024-12-26,107.6541262077185,24.582153153599062,0.9408373344900602,0.08973590030157186,0.4985685977305772,0.20416484883700656,89.01023468063285,126.29801773480416,0.8937987608186369,0.9878759081614837,0.34353304017124714,0.6536041552899072,G043,-33.16177814704816,Norte,J,bosque denso,cerrado,control
2024-12-18,106.43731230008628,28.969480079459373,0.9871331611917092,0.03770648240790226,0.3881089115213982,0.19857772106172228,90.81591127480478,122.05871332536778,0.9876763376406023,0.9865899847428162,0.23577674404782192,0.5404410789949744,G071,-36.52832770753559,Sur,A,bosque denso,cerrado,control
2024-12-19,87.7701849094841,15.657193147870343,0.9751936739199243,0.05021202506349523,0.4268483094523649,0.25188764058847224,81.78779068788518,93.75257913108304,0.9833578881323,0.9670294597075486,0.22807624982118038,0.6256203690835495,G071,-31.434479017149556,Sur,A,bosque denso,cerrado,control
2024-12-20,105.94235403269384,29.656797216705684,0.9960614811138147,0.005078121483011275,0.3478626584282934,0.1880437824428598,81.9978891974066,129.88681886798108,0.9944398898895166,0.9976830723381126,0.19731327815639443,0.4984120387001924,G071,-33.924499472991094,Sur,A,bosque denso,cerrado,control
2024-12-21,123.18668273467297,31.562122045849517,0.9855737120567274,0.033069576333432237,0.3823501208106331,0.14959100777777046,96.909650946054,149.46371452329194,0.9772987537562159,0.993848670357239,0.3050757655880388,0.4596244760332273,G071,-35.95467661026534,Sur,A,bosque denso,cerrado,control
