day,BI_mean,BI_std,NDSI_mean,NDSI_std,SC_mean,SC_std,BI_day,BI_night,NDSI_day,NDSI_night,SC_day,SC_night,sensor_name,rms_db,Zona,Plataforma,Tipo de cobertura,Apertura vegetación,Categoria experimental
2025-06-19,111.27079842575752,33.526992305671826,0.9356279578840517,0.06679256025528421,0.28456472626696744,0.1905591833916284,82.32437293908703,140.217223912428,0.9351139746713156,0.9361419410967877,0.22871675886617185,0.340412693667763,G010,-42.16319700497726,Norte,J,pastos,Abierto,Intervención
2025-06-22,120.71694559921151,29.84272219425982,0.9020991110725541,0.1193476627755987,0.24517618787896267,0.1668157735986252,95.79721065823058,145.6366805401925,0.9904129725582537,0.8137852495868548,0.11794478576762457,0.37240758999030077,G010,-46.5628197176655,Norte,J,pastos,Abierto,Intervención
2025-06-23,128.17481452833826,29.776043794771507,0.9224220836956843,0.11815725231568612,0.2928054485551817,0.21033739328166126,101.85484608972065,154.49478296695585,0.9949112983719206,0.8499328690194482,0.11738509150462188,0.46822580560574156,G010,-48.27390935131933,Norte,J,pastos,Abierto,Intervención
2025-06-24,121.33303168516603,39.807544489665496,0.8771466786791992,0.13286623257318664,0.3566808840955052,0.23186480538502344,88.47521983115824,154.19084353917384,0.9382656215814826,0.8160277357769156,0.17269590828822415,0.5406658599027863,G010,-39.12828828439416,Norte,J,pastos,Abierto,Intervención
2025-06-25,123.64819618004695,32.347212270347356,0.9349586906336448,0.09289304897783283,0.34769969955402186,0.23481428337769095,98.15533040107844,149.14106195901547,0.9776441666166895,0.8922732146505999,0.17474832696284134,0.5206510721452023,G010,-45.14262566281399,Norte,J,pastos,Abierto,Intervención
2025-06-27,115.88670622341499,33.35257853536432,0.9382425326211835,0.05478026855260489,0.3586444392874489,0.22487506447599104,89.39863381038695,142.374778636443,0.9586019921460261,0.9178830730963409,0.23802284141131524,0.47926603716358246,G010,-43.11354560051542,Norte,J,pastos,Abierto,Intervención
2025-06-29,127.59511112003344,36.565040881270754,0.9149638447558637,0.0809877082115666,0.3406302453127426,0.22872879786138495,95.42552510473956,159.76469713532728,0.9557936573207174,0.87413403219101,0.1967986347655504,0.4844618558599348,G010,-43.51320680185027,Norte,J,pastos,Abierto,Intervención
2025-06-30,116.33596227000726,34.411662336106446,0.9066223160111108,0.10250965470220591,0.32674590885636773,0.2142653509324491,86.39133735785477,146.28058718215973,0.9471772109135074,0.8660674211087143,0.22335982047828362,0.4301319972344519,G010,-41.10012583836203,Norte,J,pastos,Abierto,Intervención
2025-06-19,100.20320704923058,26.95761038443056,0.929305666983277,0.07436468552666213,0.18788874131723646,0.1414660744927512,80.94385416667832,119.46255993178288,0.8964229906841492,0.962188343282405,0.15179758442832078,0.22397989820615216,G021,-44.78236848498115,Centro,G,vegetación secundaria,Abierto,Control
2025-06-22,112.15578719020648,22.38580861971078,0.9575370501152123,0.06409899180376762,0.17550057091145668,0.1431326434848627,93.34522042512378,130.96635395528918,0.9262602673908648,0.9888138328395599,0.08106097753909917,0.26994016428381423,G021,-50.66512757597885,Centro,G,vegetación secundaria,Abierto,Control
2025-06-23,111.94374021010913,25.87271270516637,0.949331473180281,0.08887474868643487,0.1779624899955743,0.12851851723602575,89.93620396633004,133.9512764538882,0.9095801687334945,0.9890827776270673,0.08634016037964808,0.2695848196115005,G021,-50.08582730551424,Centro,G,vegetación secundaria,Abierto,Control
2025-06-24,110.81491835513737,32.31562117275233,0.9346425078437343,0.09663677376750769,0.2214193188045909,0.1563199182092725,85.04088785490725,136.58894885536748,0.8830216433608338,0.9862633723266346,0.12159674713036502,0.3212418904788168,G021,-46.38429972409859,Centro,G,vegetación secundaria,Abierto,Control
2025-06-25,112.49856662515084,26.77205380180261,0.9619818107968757,0.0544071325293175,0.20227726877940322,0.1534305626481692,88.86584631823975,136.13128693206195,0.9325761343017565,0.9913874872919952,0.08612066029355246,0.318433877265254,G021,-47.94292644410205,Centro,G,vegetación secundaria,Abierto,Control
2025-06-27,106.20418456029608,30.896173883554905,0.9505134638519931,0.06270400019284394,0.2161253860826966,0.1556418015766237,81.63342497144947,130.77494414914273,0.9136541474163008,0.9873727802876853,0.13422184433390405,0.2980289278314892,G021,-45.24763613095784,Centro,G,vegetación secundaria,Abierto,Control
2025-06-29,115.1338573716439,28.80147369947767,0.9704526245883248,0.0507548272820878,0.27314578695315084,0.24440884812815677,90.02231241829223,140.24540232499558,0.9432635280889682,0.9976417210876812,0.11228826090085425,0.4340033130054475,G021,-45.55702322221957,Centro,G,vegetación secundaria,Abierto,Control
2025-06-30,107.9397480239367,30.36271136767607,0.9528493015663146,0.07239545581935336,0.24085563806748433,0.20164900841785932,82.44462676696094,133.43486928091247,0.9101272772319927,0.9955713259006366,0.15767495690121086,0.32403631923375786,G021,-44.46636813328978,Centro,G,vegetación secundaria,Abierto,Control
2025-06-19,112.14075124599559,41.80679130501666,0.8636536452212308,0.14195020212086878,0.40781324159125654,0.25507893281425853,74.82646364772579,149.45503884426537,0.8652993993538406,0.862007891088621,0.26571900317898184,0.5499074800035312,G040,-39.704090170863545,Norte,H,pastos,Abierto,Control
2025-06-22,118.22724002195729,39.515760463869384,0.8557245113661437,0.14285044176100747,0.35055221734784164,0.2951592830110705,83.64971910106887,152.80476094284572,0.8841902382131025,0.8272587845191851,0.09643017180370432,0.604674262891979,G040,-44.11040627655596,Norte,H,pastos,Abierto,Control
2025-06-23,121.27337391802128,42.92652302311272,0.8663228063533189,0.1322122729928261,0.3795534340491651,0.298630862909664,82.44456993518175,160.1021779008608,0.8981586882510489,0.8344869244555889,0.11494229263706314,0.6441645754612669,G040,-40.10004352659138,Norte,H,pastos,Abierto,Control
2025-06-24,115.40109288631076,47.62601800288033,0.810414452606636,0.1892057692666064,0.4148179966616466,0.31868466087495556,74.80984025639918,155.99234551622231,0.8231954611691773,0.7976334440440948,0.15236685700933297,0.6772691363139604,G040,-37.19589043798734,Norte,H,pastos,Abierto,Control
2025-06-25,121.24762702133974,41.357020555296856,0.9069258189157402,0.09697364013020886,0.41758061301817967,0.3142030806444045,86.45501757510134,156.04023646757818,0.9247817865129876,0.8890698513184927,0.1673469457621005,0.6678142802742589,G040,-40.77555382868703,Norte,H,pastos,Abierto,Control
2025-06-27,114.01226438004507,44.378994181144904,0.819445847240125,0.16064336857012762,0.4402503429984754,0.28190964623886394,73.39086145468626,154.6336673054039,0.8882033832481951,0.7506883112320547,0.2243852103777397,0.656115475619211,G040,-37.8991413297916,Norte,H,pastos,Abierto,Control
2025-06-29,121.41577667649513,39.75408932971686,0.9272693124212606,0.07039016250768641,0.4121180035667762,0.29548841653978347,86.7718171755949,156.05973617739534,0.9359990723742744,0.9185395524682468,0.18164759306701672,0.6425884140665358,G040,-41.19584042018205,Norte,H,pastos,Abierto,Control
